Username,Tweet,Date posted,Label
@ChuaLen08,GRABEH Yung impact Ng depression ni fyangie sa loob ng BNK umiiyak sya kanina mag Isa 😭😭Ang galing nya mag handle Ng totoo nyang nararamdaman! Yung pinapakita nyang mga ngiti deep inside depression 'Anxiety 'stress Yung kalaban nya .Sana may Gawin c KUYA,9/15/24,0
@TheeDaisyDjarin,I'm spending my moments alone while waiting for my parents tapos puro hugot naman playlist ng buskers dito. I want to cry pero ayaw ko harapin silang mugto mata ko. Haaay,9/15/24,0
@jaljaljal,Iyak malala. Ang cute lang na uma-attend pala kami ng same rallies noon pero hindi pa namin alam existence nang bawat isa. Sarap ho sa pakiramdam na may boyfriend ka na hindi lang emotionally intelligent pero may social awareness din. HAYS! #SoItBegins https://t.co/JZM1RKOx5f,09/07/24,0
@putingrice,"""lowkey mo ah"" oo lowkey suicidal",9/2/24,1
@lloydbassig,Self-care is admitting to myself na mabigat ang pakiramdam ko para hindi ko dala-dala hanggang pagtulog. Kung makatulog man :*,11/6/24,0
@dieforjarlette,everytime nalang talaga pagkagising ko iba ibang emosyon nalang lagi naaabutan ko sa plaza hahahahaha mabuang ta ninyu uy!,11/6/24,0
@Southverse2022,Let the players play na may emosyon! At the end of the day magkakaibigan yan. At ang nangyayari sa loob ng court ay hanggang doon lang. Wag tayo OA. 😉,11/6/24,0
@urlawver,"Sleepless night, anxiety, depression. Ayon hinimatay, i realized na napapabayaan ko na talaga sarili ko",11/8/24,1
@Seph (formerly EJsph),"It finally happened. I made a purchase at a Fullyb00ked. Napa-iyak ako at ang wallet ko.

Worth it naman.",11/01/24,0
@Jane Doe,Woke up to this. Kahit masama pakiramdam. Nakakatanggal ng lagnat ah. https://t.co/XOYsgCGtP3,09/11/24,0
@Richard Faulkerson© ⚡,Do you know where am i going? Masama na pakiramdam niyan selfie pa din. #ALDUBBetterHALF https://t.co/fr11Ja9EmX,12/22/15,0
@Anna Cay,"You have never let me down. Nor have you forsaken me. ALL GLORY GOES TO YOU! 👆🏼

PS Pinush ko po talagang kunin kahit masama ang pakiramdam ko. Para matapatan man lang effort ng #TeamAnnaCay Maraming maraming salamat po! https://t.co/LJAwhvobqi",09/23/18,0
@Ben&Ben,First time namin tinugtog ito ng live sa Tagbilaran at sobrang saya ng pakiramdam kahit kinakabahan kami nun. Nagulat na lang kami na some of you were already singing with us kahit 3 days pa lang out yung song. 🥺 https://t.co/aCbvez0YYj,05/31/22,0
@TEAM KOLETTE OFW OFFICIAL,"Kolette show me na kahit gaano ka bigat ung pakiramdam at problema itawa mo nalang and gawin mo na ung mga bagay na dapt mong gawin bago pa mahuli ang lahat 

PROTECT KOLETTE AT ALL COSTS",09/04/24,0
@pj,gumaan pakiramdam ko knowing that me n my orgmate is on the same page rn 🥹❤️‍🩹,09/04/24,0
@안제라 ♡,"Thank you for everything ECLYPSE! You did great last night sobrang galing niyo as always~ masama ng pakiramdam ko last night pero ang saya saya ng heart ko panoorin lang kayo mag-perform. ㅠㅠ

090624 | @eclypse_ph 🤍💫 https://t.co/Mw3saoEhli",09/07/24,0
@jose marie viceral,Pssssssttt!!! I don’t know you personally. But right now i pray na  gumaan ang pakiramdam mo.  At sana dumating na agad yung blessing na talagang kailangan mo ngayon.  Let’s claim it. Amen.,12/11/19,0
@aju,"#nakajuwina

thank u so much to my secret admirer EMI ?????? ganito pala pakiramdam mapadalhan ng pagkain nalimutan ko na kasi AHSJAJAJAJ juju giveaway winner era!!!!!!!!!!

pati kuya ko busog 🥰 https://t.co/FfBNPMeTT7",09/06/24,0
@🍃,"thank you Jarren, dahil sa tuwing pakiramdam ni Fyang against sa kaniya lahat, nandiyan ka para damayan siya. sana mag stay hanggang sa labas yung FS na buo niyo

FRIbulous Jarfyang https://t.co/X1Q4lrkab5",09/13/24,0
@Kristin,"Can I just say na ang saya ko for OPM?! 🥹 sunod-sunod concert announcement for local artists. Even yung mga ginegatekeep kong banda nun, kanya-kanyang announce ng concert nila. Sobrang thriving talaga local music scene natin and ang sarap sa pakiramdam pero hindi sa bulsa! 😂",09/07/24,0
@Kenji,Me trying to drink my meds kasi masama na pakiramdam ko pero may trabaho pa: https://t.co/M3vr3w1KIY,09/04/24,1
@Micky | SEE YOU ON OCT 12 JEBE,"See you soon @ZB1_official 💗💗 
Pwede na ko maka-hinga nang maluwag 😭

#ZEROBASEONE 
#ZEROBASEONEINMANILA https://t.co/urQ4gfoqta",09/07/24,0
@yuno📍,Last ud next thank you guuuys 😭😭🥺😭 ang daming nangyari hinga kayo https://t.co/43Pk8jCsn4,09/12/24,0
@Resa ❄️,"Gusto ko lang magpasalamat pau. Your music is a real gift. Ramdam namin kung gano mo binuhos yung buong sarili mo sa bawat nota, sa bawat hinga, sa lahat ng detalye, para maging malinaw ang ‘yong mensahe. Tagos sa puso. ❤️‍🩹

ALON NI OLBAP
@imszmc #PABLO
#PABLOAlonAlbum
#AlonOUTNOW https://t.co/scxfL73XQ3",09/12/24,0
@vee | ia,"finally! proud of you, blooms. hinga na malalim. pahinga na po. tahan na muna. lika hug na ditoooooooo :(",09/02/24,0
@F,"read this first bago kayo matulog, good night luckies. hinga lang.",09/12/24,0
@Cami,*hinga ng malalim* thank you so much--- *repeat many times sa many gyuhao moments*,09/13/24,0
@chuchu,"Bawat minuto ata sa scenes ni Sister Manuela pin-pause ko. I can't. Parang hindi ako maka hinga. Yung iyak ni Sister Manuela at magulang ni Mario naiiyak ako. 💔

Ps. Pwede Mommy Carmela at Adelina awat muna sa bardagulan. Panira kayo ng episode. Hahaha

#PulangArawEp34",09/09/24,0
@elle for Josh 🧸#AllForJoshCullen,"Ilaban mo 'yan, 'nak! Kaya 'yan! Hinga-hinga ka

JC GOT NO CONTROL
#JCLostAndFound #JOSHCULLEN
@JoshCullen_s",09/06/24,0
@Noi Dcrs,"Lord, kahit isang sign lang if tutuloy ko paba tong pag hinga.? I was just gone home for days.",09/09/24,1
@K 😪,"If super bored nyo na sa life, what if log out muna kayo? Staaaahp.

Or again, bago kayo pumatol. Hinga muna kayo tapos isipin niyo kung worth it ba pindutin yung post for your response for rage-baiting tweets?",09/11/24,0
@Your Millennial Psychologist,"𝗢𝗰𝘁𝗼𝗯𝗲𝗿 𝟭𝟬 is 𝗪𝗼𝗿𝗹𝗱 𝗠𝗲𝗻𝘁𝗮𝗹 𝗛𝗲𝗮𝗹𝘁𝗵 𝗗𝗮𝘆!

Ito ang araw para kilalanin ang kahalagahan ng kalusugang pangkaisipan. Ang mental health mo ay isa sa dapat na binibigyan ng prayoridad. (1/4) https://t.co/XjN8yuKUJ0",10/09/23,0
"@𝚊𝚒𝚌𝚒𝚊, 𝚁𝙿𝚖 ✿","My SOON becomes FINALLY! unang lisensyadong sikometrisyan ng pamilya. 🥹✊🏻🪪

God is good talaga. I couldn't have done it without You, Lord. 🥺

Para sa bayan, para sa mga mangangailangan at nangangailangan sa kalusugang pangkaisipan. 

Karla Patricia D. Falces, RPm 
#RPm2024 https://t.co/uqDfFWw1fE",08/20/24,0
@tin ˘⁠⌣⁠˘,"SAVE THE DATE! Kita-kits sa November 20, sa Quezon City Memorial Circle para sa Mental Health Muna: Galaw Laban sa Stigma!

Samahan kami sa isang umaga para sa kalusugang pangkaisipan kung saan pag-uusapan natin ang kahalagahan ng physical health, nutrition, at mental health. https://t.co/fgdsfJfTQ8",11/14/22,0
"@cy, RPm","Finally, a full-pledged Registered Psychometrician. ✨🌸 
Thank you, Lord! 

Lagi't lagi, para sa sarili, sa bayan, at nangangailangan sa kalusugang pangkaisipan. ♡ https://t.co/wikOBeLwyj",09/06/23,0
@issia ♡,bullshit paano na ang aming kalusugang pangkaisipan 😭 https://t.co/vNxeL3tWaw,05/03/23,0
@liz | pcd tym 😔,"Sobrang satisfying makita ni joy, ramdam na randam ko yung genuineness nya fr.. Sobrang soft mag salita damang dama ko lagi pag ment nya 🥹 Miss you my ligayaa huhu 💚 https://t.co/NnXU8aHCBN",09/14/24,0
@sd | pcd era,Likod niyo lang nakita ko dito pero ramdam ko yung saya 🥹🥹 take me backkkkkkkk https://t.co/OEzvFi4LCv,09/18/24,0
@Daniel Padilla,"Dahil malapit na mag-December,
ramdam na ramdam namin na ang
simoy ng pasko! Ready na ba kayo
para sa #PepsiHandaan this
Christmas? Anong pagkain ang
favorite niyong i-handa with Pepsi?
Share niyo naman! Make sure to use
#PepsiLovesChristmas too and tag
@pepsiphl! https://t.co/lEpe3JrUWv",11/29/20,0
@its me Coco🦋 ||,"I'm very happy na nakita kita ulet~ 
Ramdam na ramdam ko yung luha mo kanina hindi na kasing bigat nung nakaraan🥺and I'm so proud of you~ Hindi magsasawang ipaalala sayo kung gaano ka ka importante sa buhay ko&lt; 3 thank you for always making me happy ~ @jlgasparr https://t.co/OanQAiMABS",09/15/24,0
@BBS JAS,"Masayang masaya si Jasmine Helen. Ramdam at kita natin yun. She is really at peace now. 

TUES SAVE JAS",09/17/24,0
@나넨 👾🦭,ramdam mong ginawa sya w/ love 😭😭 apakacute!!!! thank you so much~ @eiv_viee https://t.co/zxCkAfjH6r,09/18/24,0
@🐓 ali king,"Sino si Zeinab Harake tsaka bakit ang tangina niya as a person? This ain't a joke, ramdam niyo galit at frustration sa boses nung guy.

Kung ganito content niyo, reassess your decisions.",04/21/20,0
@Ivana Alawi,Merry Christmas!!! 🎅Happy birthday Jesus at happy birthday to meee 🎂 Salamat sa lahat ng bumabati ramdam ko pagmamahal niyo sakin. I love you ❤️,12/24/19,0
@Jai Cabajar,"Tulog na ba mga bata? Drop your creepiest horror story:

Here's mine, may area sa UP Manila na ramdam kong may mga naka tingin sakin tuwing dadaan ako pag gabi. Malapit to sa room ng mga cadaver ng mga Med Student.",01/18/20,0
@TV5,"Love is 5 times and beyond na nakakakilig ngayong love month, Kapatid! Dahil ang iba’t ibang klase ng pagmamahal, ramdam na ramdam dito dahil #FeelNaFeelAngFIVEibig sa Kapatid Network.💕 https://t.co/yhAFnQfbhz",02/02/24,0
@Grace 🐣◑,"UMIIYAK na naman ako god please give them the recognition that they deserve! They deserved the world. Ang sakit makita sila na umiiyak yung ganitong iyak na alam mong ang bigat bigat na ng dinadala Dala nila. Di lang nila masabi pero kita at ramdam namin.

https://t.co/S4KGxRQ3un",09/12/24,0
@MaryMePau 💜🌭,"Their feelings are VALID.
Hindi lang yung inyo, hindi lang yung sa idols nyo.
Matatag? Oo matatag na sila pero tao parin sila.
Di umiiyak? Di lang pinapakita, pero alam naming durog na durog na.
Di nyo ba ramdam sa bawat letra ng kanta nila?

@SB19Official #SB19 https://t.co/5oMNFzcUMF",09/17/24,0
@Pichi-Pichi,Ramdam na ramdam ko ang Bicolandia sa Votive Mass in honor of Our Lady of Peñafrancia kahapon sa St. Therese 🥺 di ko mapigilan umiyak huhu maybe it's my natutulog na Bicolano heritage,09/18/24,0
@Maine Mendoza,Ramdam ko yung pagbilog ng mukha ko at paglaki lalo ng tyan ko but who cares ang sarap sarap kaya kumain hello #randomrealization,10/29/17,0
@PABFINITY 🐺 🚦∞,"[D-2] PABLO AS A SINGER  

You always pour your heart and soul into every performance that you make. Ramdam na ramdam namin  ang emosyon sa bawat pag bitaw mo ng mga liriko. 🥹

 HIMIG NI PABLO 
@imszmc  #PABLO https://t.co/iJGlTssVdX",09/12/24,0
@Chienna Filomeno,Hello outside world!! Ramdam na ramdam ko ang nag uumapaw na pag mamahal at supporta na binibigay niyo po. Maraming salamat po talaga. Yakap mahigpit sa inyo 🤗♥️,11/21/21,0
@It's Showtime,"Ramdam na ramdam niyo na ba ang init ng summer, Madlang People? ☀️

Samahan natin sina Kim Chiu, Kuys Jugs, at P-Pop Idols, BGYO, sa It’s Showtime this Friday, March 17 and do the #13SangkapSarapDance performance kasama ang @chowking_ph SuperSangkap Halo-Halo! https://t.co/ryLVATQ0ig",03/15/23,0
@Richard Faulkerson© ⚡,Ramdam na ramdam ko pare...talagang ganyan...nandito lang kami sa likod mo...we love you.  #ALDUBWayBackHome,10/14/15,0
@lib; MISSING MINWON SM,"yung words nila sa isa't isa super comforting, there were no words coming out pero ramdam mo yung love ☹️ mapapasabi ka na lang talaga ng ""i want what they have"" 🥺",09/17/24,0
@KennY ♍︎ ☾,"Mas appreciated ko talaga yung compliment ng mga Matatanda rather than sa mga kasing edad ko or mga kuya kasi ramdam mo yung genuine talaga and sincerity.

blushing padin until now 😊😊",09/19/24,0
@Snow G.,"Daming ganap, but grateful. Especially to my Kuya and Hubby. Ramdam na Ramdam ko ang love ❤️",09/18/24,0
@theekingjimin,"PAGBABAGO, HINDI ABUSO.
PAGKAKAISA, WAG MANG-ISA.
HAWAK KAMAY, WAG HUGAS-KAMAY.
I’M A FILIPINO!
I STAND FOR MY COUNTRY.
WE DESERVE BETTER!

- Nadine Lustre",07/27/20,0
@LFSPhilippines,"PEPMACO, CHAMPION SA ABUSO! The League of Filipino Students vehemently condemns the violent disunion of the PEPMACO workers, today at their factory in Airstrip Silangan Industrial Park, Canlubang, Calamba City, Laguna.",06/25/19,0
@ordalaTsGH_,Definitely that Dan Fernandez is ill educated pagdating sa mga kuwento tungkol sa dektadoryang rehimen ni Marcos Sr. noon na puno ng abuso�t pagnanakaw sa kaban ng bayan at kung gaano naghirap ang mga Filipino.,10/22/24,0
@IgneelDrag31,Tigilan nyo yang 'every filipino' at 'Filipino people are standing with you' na spiel nyo. Wag nyo kami idamay. Pabor kaming managot ang mga nang abuso sa Pilipinas.,08/24/24,0
@EDTOMMY,"A former President of a country who gracefully finished his term, loved by his countrymen,done a lot for his people is now consider a Threat ? Threat to whom?For whom? Kung nag abuso ka ng Filipinos,threaten ka nga, matatakot ka nga sa paglipad ng AGILA! Ayan na!Dadagitin ka!",8/2/2024,0
@petrusmarix,"Bilog ang mundo. Akala kasi nyo forever ang kapangyarihan ni Duterte. This is a lesson for every Filipino. Kapag nang-abuso, may KARMA.",5/31/2024,0
@Pinoy Big Brother,"""Kung ano man ang gagawin natin nang dahil sa emosyon, we are accountable to that."" - Kuya to Fyang #PBBGen11SeventhEviction https://t.co/m1iMr51oW9",09/14/24,0
@Jennxie / BBE PBB 🫠,Jas seemed to have cried last night. Ito ata yung task na batuhan ng salita. Nadala daw ng emosyon yung Jas vs Fyang na tapatan. https://t.co/OoR5JyjokW,09/12/24,0
@Fyangie My 😊💊,"Please dont mind the 🤮 emoji. Katabi kase ng 😭 emoji.. Napindot lang. 😭😭😭 NADALA LANG NG EMOSYON DI NA NAPANSIN.. 

BBS RAIN https://t.co/Re9iCG19cf",09/11/24,0
@shan ⭐,your forelsket au feels like home. gano'n mga trip namin noong highschool eh. like super relate talaga ako. — ayan talaga gusto kong mahihigit na emosyon sa forelsket eh. home and nostalgia. https://t.co/DhkgfYZHRz,09/15/24,0
@🌲🌻F🧲🎼©️HI🅰️🚙☕️,"Sari-saring emosyon ang mararamdaman sa documentary film na to. Nostalgia, happiness, anger, disappointment pero sa huli, isang realization na di naman nasayang lahat ang pagod. Maraming nasa younger generation ang timindig at doon tayo huhugot ng pag-asa. 

🌸And so it begins 🌸 https://t.co/p5Kk00DTvL",09/01/24,0
@underratedjayi.,at night talaga lumalabas yung emotion e noh,09/05/24,0
@Pinoy Big Brother,"PANOORIN: “Who wouldn’t be upset? All of a sudden someone switches up like that!” -Ashley 

Tila buhol-buhol na ang mga emosyon sa loob ng Bahay ni Kuya! 😳 Saan kaya ito hahantong? 🤔

Sabay-sabay natin ‘yang tutukan mamaya sa PBB Otso, Team Online!

#PBB8LovePentagon https://t.co/OpWa0LhpDS",04/22/19,0
@Logic&Sense,"Partisan politics outside the Senate hearings. Nagpapainterview pa, punung puno ng emosyon, kulay, brotherhood. Ngayon lang ako nakakita ng ganitong galawan. 
 https://t.co/Co3uNcsjcD",09/09/24,0
@Trixie Cervantes-Valdez,"My god, Julia Barretto definitely ate her role as Zy sa #UnHappyForYou 

I really in awe were she had to act pero mata mata lang gagamitin niya tumatagos yung emosyon sayo like yung ending part…",09/15/24,0
@GMA Network,"#ItsShowtime #Highlights: Ibinuhos nina Jaze at Kelsey ang kanilang emosyon sa kanilang pag-arte sa isang eksena mula sa Philippine adaptation ng pelikulang “Miracle in Cell No. 7.”

Watch #ItsShowtime every 12:00 p.m. from Monday to Saturday on GMA and GTV. For more videos, https://t.co/cPpX9oxzYz",09/04/24,0
@cherby ᯓᡣ𐭩ྀིྀི•❀,"My emotion everyday bilang isang bloom:
📈📉📈📉📈📉📉📈📈📉📉📈📉📈",09/01/24,0
@Ivan,"as pisces, din rin talaga ako magaling pag usapang emosyon na, esp pag explaining na myself pero dami kong gustong sabihin",09/04/24,0
@Luz Victoria❤️‍🔥,"@TeamRainOFC Feeling ko nahihirapan silang basahin si Rain. Most of the time kala mo nonchalant, seryoso, tas walang emosyon. Sadyang kay Kai lang siya nag sasabi ng hinaing niya. Tas si Kai naman vocal,kala mo unbothered lagi pero competitive si bagets. Nice combination—gawing 2 in 1 na yan.",09/08/24,0
@GMA Drama,"REAL TALK TIME! 🔥 

Sasabog na ang mga emosyon ngayong gabi! Ready your tissues, mga Kapuso! 😭🤧 #AsawaNgAsawaKo #ANAKLitongPuso, 9:35 PM sa GMA Prime! https://t.co/hpujNElJn4",09/10/24,0
@TROPANG LIZQUEN,"Sad but truth, ang hirap mong mahalin Pilipinas.

Ctto https://t.co/Yl3FQnTzKT",09/18/24,0
@mimiyuuuh 🦖,"Bago matapos ang araw na ‘to, gusto kong batiin ng Happy Mother’s Day ang sarili ko sa sakripisyo at hirap na dinanas ko mabuhay lang kayong mga aanga-anga. SLOW NA NGA NADEDEAD PA? Number 3 pa lang hingal na hingal na? With me you are all nothing. DEAD MOTHER, DEAD ALL! xhnz. https://t.co/FhidCbYvxs",05/09/21,0
@ice | fan account,thoughts on this kasi nakakaputangina yung akala mo secure ka na tas biglang hindi pala - tas wala kang choice kundi magpalit ng member or magrefund ?!?! Eh ang hirap hirap na now magsecure. https://t.co/rczBfQfPUi,09/21/24,0
@Pink_Meow,😁 hello there scoops. Hirap mo mahanap sa grocery. Nasa kapitbahay ka lang pla https://t.co/so5Jdyvy92,09/22/24,0
@ALTbatR0SE,"Bakit hari harian ang mga tao?Ako ang nasaktan para kay mam.Naiyak ako.Ang hirap ng buhay.Really.Alam ko,well trained sila para sa customer na my anger management.Some people talaga lalo na ung may pera (not all) they impose their authority on others when they feel their whims are not met https://t.co/s7CqrQxSwo",10/11/22,0
@Jai Asuncion ☕️,"Thank you, Lord! Lahat ng hirap, pagod at effort magiging worth it sa dulo. Magtiwala ka lang at matutupad lahat ng pangarap mo 👩🏻‍🎓❤️

#JaiTurningTheTassel https://t.co/kHZyVSXe6B",06/11/20,0
@₩₳Ɽ₥₳₵Ⱨł₦Ɇ,"Panahon ni Manong Duterte either hirap or hindi sila maka corrupt.

Ngayon under kay #bangag, puta. Sige! Unli money!

Hindi pa ba obvious sa mga tangang loyalists? Well tanga nga naman, “pride” for being a loyalist ika nga. 

Good bye sa tax niyo! https://t.co/KiJOUivZlF",09/15/24,0
@Maine Mendoza,"DoNation Drive update: As of today May 14, we have accumulated a total of ₱1,003,894 and sent financial assistance to 1,003 households! THANK YOU VERY MUCH for the support and donations! Nakakatuwa na marami tayong natulungan na pamilya sa hirap ng panahon. Maraming salamat po!! https://t.co/iB8UiU6c04",05/14/20,0
@🌹🖤💗,"Hi everyone! Recently nanakawan 'yong kapatid ko ng selpon + nakuhanan rin ng 15k sa gloan. As a minimum wage earner, ang hirap bayaran ng 15k na 'yon. Never thought na i will have to do this pero hihingi po sana ako ng kaunting tulong para makabawas man lang sa amount na ito. 😓 https://t.co/6P69hkasWe",09/16/24,0
@DAVID TROOPS OFFICIAL 🪖,"Ang Fort Santiago, kung saan maraming Pilipino ang nagdanas ng hirap sa kamay ng mga dayuhang mananakop.

Watching #PulangAraw makes us want to visit all those historical sites!

(Video from Esquire Philippines)

Laban HIROSHI TANAKA
#DavidLicauco
#PulangArawPrisonersOfWar https://t.co/ORJqENSohw",09/23/24,0
@Ceya | BBS FYANG,"the prettiest big winner, sofia smith.  💜💜💜 

Grabe iyak mo eagirl ily you deserve it. 💜

Thank you lord☝

#pbbfyang #SofiaSmith #PBBGen11BigNight https://t.co/5zL0Juqzsi",10/26/24,0
@brent manalo,iyak nako goodnight,07/13/20,0
@| Slick 🦊 | •,"DEYMM SEEING MY BIAS ON THE STAGE, FEELS SURREEAAAL 😭 GENTO AKO KAHAPON SUPER ENJOY 😭😭 ako na sigaw katabi ko na iyak HAHAHAHAH https://t.co/2SDq0l7SJM",11/04/24,0
@Maloi Ricalde ౨ৎ,"“Am I the easiest thing to throw away among the things you have?”

“No.”

“But you’re the only one… that I can get rid of.”

yung iyak ko huhu",08/16/24,0
@Jodiii,"Watched one more chance the musical yesterday. Iyak tawa sa mga batuhan ng linya. Sobrang galing ng bawat isa. Thursday barkada you will be missed 😭 
Happy Closing and congratulations to all! 💙

#petaonemorechance 
@petatheater https://t.co/jJ6Ofn5riZ",10/27/24,0
@Viva One International,"Lahat ba nasaktan at umiyak na? Tara, iyak pa raw sabi ng #ElVi! 🥹🤘

Ready your tissue for ‘CHASING IN THE WILD’ Episode 11! Now streaming on #VivaOne! https://t.co/LzIqTIi13E

#HyGab #CITWILoveYouBut #CITWEra #ChasingInTheWild #UniverKada #UniLoveSquad #BidaKaDito https://t.co/BfWiJfBSXx",10/28/24,0
@vanah ♡ unconditional || semi ia 🌼🌹🍋,"vvv late feedback thank you again @dahyunyeounbi for hosting the stream (iyak tawa ko the whole time) until now di parin makapaniwala na bukas na siya papasok...

#dee_proofs https://t.co/sSKQVjV396",11/03/24,0
@BearBloom ⋆˚𝜗𝜚˚⋆,Yung Gusto mo bumili ng Bini Tour Merch but it’s only for Pick-up…at the same time you’re an Intl.Bloom and you don’t know anyone who can pick it up….🙂‍↕️🙂‍↔️ Iyak nalang muna sa gidli ang oat https://t.co/KROuGy3uxg,10/30/24,0
@xiooo #missingdivinedivas,OMG MY GIFT T^T IYAK MALALA HUHU I LOVE YOU SO MUCH @KhiannaWithAK https://t.co/MfgGfYzIVZ,10/30/24,0
@Kylee,@tohaveuno So totoong nilalandi niya si JM sa bahay palang so ano iniiyak iyak niya kay sean BWHAAHHAHAAHAHA BABAENG PARA SA LAHAT TIME IS THE TRUTH TELLER TALAGA,10/31/24,0
@isa,"iyak malopit 
thirst trap saglit
bounce back olit https://t.co/DoK6zjdMM3",10/28/24,0
@Mj_KimPaussible,"@prinsesachinita Grabe ka Kimmy, i love you more .. iyak tawa kami habang nanonood. God bless you more 😘",11/03/24,0
@SANDY ୧⍤⃝🍓| •Brown Bird ni Stell.,"""Ito narin, Let's go Coach Pablo. It's your time to shine"" - stell

Awit ka talaga amo. Mamaya iiyak iyak ka rin naman. 😂

LETS GO STELLBOUND
@stellajero_ #Stell
#TVKBattleRound https://t.co/q2ydOa6NK7",11/03/24,0
@malyshka 💗🍀,"@JarFyangNation1 bagay talaga, salamat Lord sa matinding bawi. worth it lahat ng iyak HAHAHA

JARFYANG ON ASAPride",11/03/24,0
@r,"sana all na s shoutout iyak nalang ako here 🤜🏻🤛🏻

#RainCelmar",10/29/24,0
@phëëb 𝜗ৎ,"Second concert na di parin makakapunta iyak nalang talaga. Goodluck boys ily!

ANCHOR HIGH IN MOA ARENA
#HORI7ON https://t.co/Vz2czGABYk",11/03/24,0
@lou౨ৎ,"haha tapos biglang magreply si maloi ""meron na, don't worry"" iyak.",10/26/24,0
@iya ★ .ᐟ,"ang sakit sa puso.. awts pain, hapdi, siphayo, kalungkutan, dalamhati, hinagpis, pighati, lumbay, pagtangis, iyak, lungkot, unhappiness, sorrow, dejection, regret, depression, misery, cheerlessness, downheartedness, despondency, despair, desolation, wretchedness, broken-hearted",10/31/24,0
@nonie ✨,"grabeng iyak to. grabeng pag mamahal naman yan. 

me rn: (no joke) https://t.co/6SX34YZc04",10/28/24,0
@yenshimut | DRPHS3 stan | MAXIANNA,"IYAK IYAKK SI FERSON N WHILE WATCHINGGGGG HUHUHU THE SUPPORT TO EACH OTHERRRRRRRR

Grabeeee ang finaleeeeee #maxieverse https://t.co/gDsswPFZKK",10/27/24,0
@Peraya_Lertprasert,"Grabeng effort... kudos 🙇🙇🙇 

O pano nasa huling RV na tayo, iyak na lang ah? na prolonging the agony pa nga shutangina HAHAHAHAHAHA 🫠🫠🫠

ctto

#FayeYoko
#FayePeraya
#YokoApasra https://t.co/teuqiwbMmg",10/28/24,0
@jayoonism 🧸,"if i remember correctly this was the same day jarren called her out for eating bread during rehearsal and fyang is parang maiyak iyak na kasi ayaw nun pinapagalitan in front of others, kaya sweet nila siguro sinuyo niya after

JARFYANG ON ASAPride https://t.co/4O45U9gZPj",11/03/24,0
