Username,Tweet,Date posted,Label
@Oppa Grandpa Korean Merchandise,"Hello!😊
Sorry po nabusy ako at sumama ang pakiramdam gawa ng panahon. Update lang  ang mami ng beri berilayt mahalsss~~

Accepting orders na po tayo for KEY PLEASURE SHOP ALBUM. Sa mga nagDM po sa akin, baka bukas na po ako send ng form sa inyo haaa..

📆DOP: 10/15/2024

+++ https://t.co/MmuSQmTZP2",09/05/24,0
@🌷 Turon Ng SM 🌷,itsura ng gae na masama ang pakiramdam. Need lambing hahaha https://t.co/s4yIM70QOW,09/10/24,0
@TEAM KOLETTE OFW OFFICIAL,"Pinakita sakin ni Kolette na kahit gaano ka bigat ung pakiramdam at problema itawa mo nalang and gawin mo na ung mga bagay na dapt mong gawin bago pa mahuli ang lahat 

PROTEKTAHAN SI KOLETTE!!",09/04/24,0
@😵‍💫,Grabe napapadasal na ko sa sobrang sama ng pakiramdam ko at sakit ng ngipin😭😭😭😭,09/09/24,0
@alwaysVIRGO,"Ilang araw na masama pakiramdam ko.

GOOD VIBES KAIREN",09/09/24,1
@Sisiw_Hotdog🐤🌭,"Grabe Yung iyak ko sa song na to parang Yung 1 month na pag shutdown ng emotions ko na iyak ko LAHAT dito. 
The boy who cried wolf Yung kanta na pakiramdam mo nakahanap ka ng kakampi sa pangit na mundong to. 

ALON NI OLBAP
@imszmc #PABLO
#PABLOAlonAlbum
#AlonOUTNOW https://t.co/H2WlhygM5Z",09/12/24,0
@jae rawr,"naniniwala talaga ako sa reincarnation, bakit?  kasi tuwing nakikita ko si maloi ang gaan ng pakiramdam ko, siguro dati ko siyang nobya. https://t.co/JSMBXM61UA",09/04/24,0
@PATATAS || IX•XX• 𐌀𐌋𝗈𐌍 🐺 OUT NOW,"Babie, masama pakiramdam ko
 Kailangan kita este gamot. 
Baka naman pagalawin mo baso, kahit 3 minuto live lang o kaya kahit isang DC lang. 🤧🤧

@felipsuperior #FELIP https://t.co/m4Z9XRGXFi",09/09/24,0
@Shana,"Bali bumalik ako sa blue app para sumilip also tiktok medyo gumaan pakiramdam ko sa dami ng kung ano ano na binabato kay ettelok ngayon marami parin yung gusto siyang ipagtanggol laham na laham kayo ng puso ko 🫶🫶🫶 

BBS KOLETTE https://t.co/FiDKcJMDvQ",09/04/24,0
@The 700 Club Asia,"Dear Lord, nakakaramdam na po ako ng pagod. Hindi ko alam kung ano ang dapat gawin minsan. Pakiramdam ko'y ginawa ko na ang lahat pero parang hindi pa rin ito enough. Alam ko po na sa aking kahinaan, Kayo ang aking kalakasan. Sa bawat bagsak and mga pagbigo ko sa buhay,",09/13/24,1
@Ms. Chowi 🩷,Reminder: It's okay lang na huminto muna saglit kapag pakiramdam mo pagod ka na dahil sa dami ng nangyayari at kung nakakalimutan mo na kung ano talaga purpose ng ginagawa mo.,09/11/24,0
@𝙇𝙚𝙮,Hindi ko alam pakiramdam ko kinakabahan Ako panalo siguro ako,09/12/24,0
@arabella,"gustong gusto ko ‘yung pagkakakanta ni pablo rito. kung sasabayan mo ‘yung paghinga niya, para siyang humihikbi. maaaring ‘yon ang intensyon niya. maaaring hindi. pero ganitong ganito ‘yung pakiramdam ng hirap na hirap nang huminga.

ALON NI OLBAP
@imszmc #PABLO
#PABLOAlonAlbum https://t.co/bKk2045ipQ",09/12/24,0
@NinsYow,"Ang sarap sa pakiramdam na sa kahit maliit na bagay, nabibigay at napapasaya mo yung mga kapatid mo❤️‍🔥 salamat Lord sa Blessings✨️❤️‍🔥 https://t.co/AMTQsZqnoC",09/07/24,0
@에릭 여친 || saw tbz again 🥹❤️,"Ung biglaang punta sa glorietta kahit di okay pakiramdam is so worth it 🥹💙 AHHHHHHHH FINALLY NAKITA KO NA YUNG SMILE MO FACE TO FACE XIUXIU 🥹. 

#EXO #엑소 #XIUMIN #시우민 #XiuminInGlorietta https://t.co/LyqQgmV9qP",09/07/24,0
@jose marie viceral,Ang sarap kumain! Ang sarap dumighay! Ganun din kaya ang pakiramdam ng mga pulitiko matapos ubusin ang pagkaing galing sa mga ninakaw nila?,06/03/15,0
@jose marie viceral,Ang sama ng pakiramdam ko pero nakita ko si JC De Vera. Ayun tumaas ulit energy ko. Kay gwapo! Hehehe! #Talandi,10/21/15,0
@jose marie viceral,Di pare pareho ang mga araw. Minsan magaan minsan mabigat. May mga araw na isusumpa mo. May pagkakataon na iisipin mong sumuko. Pero wag kang bibigay. Pilitin mong malampasan. Ang sarap sa pakiramdam pag nakaraos ka. At sasabihin mo sa sarili mo “Buti na lng di ako sumuko!”.,05/01/21,0
@DZRH NEWS,"Masama ang pakiramdam o may mga senyales ng kung anumang uri ng sakit? Worry no more! Tutok lang at makinig sa mga payo ng mga eksperto sa #Lunas kasama si Ellanie Bensal!

WATCH: https://t.co/jHLR1AmXwU https://t.co/ZzIo0EJTSP",09/13/24,0
@PhilGerm_ViceIonAbroad_EU,"Hahaha hinarang ni misis ayaw ipabeso si mister, masama daw ang pakiramdam 🤣
CTTRO 
#ViceGanda | #IonPerez | #ViceIon https://t.co/8WAG5bYb0n",09/12/24,0
@🍃,"salamat sayo Jarren, dahil sa tuwing pakiramdam ni Fyang na lahat ay lumalaban sa kaniya, nandiyan ka para damayan siya. sana manatili hanggang sa labas yung FS na buo niyo

FRIbulous Jarfyang https://t.co/X1Q4lrkab5",09/13/24,0
@ABS-CBN News,"Hindi kinaya ni Vice Ganda ang bigat ng pakiramdam habang inaawit ang theme song ng ""It's Showtime"" ngayong Sabado, isang araw matapos ibasura ng Kongreso ang aplikasyon ng ABS-CBN sa bagong prangkisa. https://t.co/ySW845g1uY",07/11/20,0
@Raineverse,"Alam na alam ko yang pakiramdam ulan hahaha, yung di mo na maitago ang selos kaya napa 
Thank you and you're welcome ka na lang 

#RainCelmar #KaiRain https://t.co/28YOWm8Uk7",09/05/24,0
@jose marie viceral,Hanggang ngayon naririnig ko pa rin sa utak ko yung I Wanna Dance With Somebody!!! At pakiramdam ko sumasayaw pa din ako.,06/06/16,0
@H7N ⚓ fanboy,"Pakiramdam ko, gustong-gusto sila ni LSC.

#HORI7ON #호라이즌 
@HORI7ONofficial @HORI7ON_twt",09/13/24,0
@Kristin,"Pwede ko bang sabihin na ang saya ko for OPM?! 🥹 sunod-sunod concert announcement para sa local artists. Pati yung mga ginegatekeep kong banda nun, kanya-kanyang announce ng concert nila. Sobrang thriving talaga local music scene natin and ang sarap sa pakiramdam pero hindi sa bulsa! 😂",09/07/24,0
@ᴊᴇᴜɴᴇssᴇ,"eh masyadong ingame si kuya pinapalubog ba naman ang parehas malakas sa X, iba talaga pakiramdam ng lahat for tonight's episode, hmm? HAHAHAHAHAHA

ONE FOR JARLETTE
ALWAYS WED JMFYANG https://t.co/kNUFGIDPSJ",09/11/24,0
@jose marie viceral,Lord pinagdadasal ko na ung taong nagbabasa ng tweet na ito ay magkaroon at makakita ng madaming dahilan para ngumiti at maging masaya kahit na may mga pagsubok pa. Sana po ay gumaan ang pakiramdam nya. Amen.,10/08/19,0
@jaljaljal,Iyak malala. Ang cute lang na uma-attend pala kami ng same rallies noon pero hindi pa namin alam existence nang bawat isa. Sarap ho sa pakiramdam na may boyfriend ka na hindi lang emotionally intelligent pero may social awareness din. HAYS! #SoItBegins https://t.co/JZM1RKOx5f,09/07/24,0
@janenellacore,Pakiramdam ko lalagnatin ako yawa,11/7/24,0
@touumakiii,ate ko ansama ng pakiramdam ko 🥹🥹🥹,11/7/24,1
@zowhyyy,sama ng pakiramdam ko amputa ayoko pumasok,11/7/24,1
@mitzuei,"sakit na ng pakiramdam, sakit pa ng pinaramdam",11/7/24,1
@cie0612,"Okay lang naman ibuhos mo lahat sakin yung galit mo, pero wag mo naman isakto na pagod at masama pakiramdam ko. :(( grabe ka na po.",11/7/24,0
@maerie_ann,tuwing umuulan masama pakiramdam ko pero palagi nalang akong walang kasama,11/7/24,1
@Beksy13,At masarap sa pakiramdam Yun kahit minsan may pagaaway at pagtatalo Pero inaayos at pinagtutulungan maging masaya at maging mas matibay ang pagsasama cute nun,11/7/24,0
@hayleighaxi,Hindi ko alam kung kanino ako magsasabi. Sobrang bigat ng pakiramdam.,11/7/24,1
@sanaallbaliw,hirap pala masama na nga pakiramdam mo tapos may ganito pang atmosphere hahahah,11/6/24,1
@enyepogi,linalagnat na gutom pa mabigat pa pakiramdam hayop na buhay toh,11/6/24,1
@DA | BBS KOLETTE 🐘🌸,"nakataas pa paa eh, haha cutieee! hinga ka lang muna diyan, susubukan namin lahat para ilaban ka 🥹 https://t.co/OHfav2IDie",09/11/24,0
@Nine 🌈,"Grabe kayo Creamline!!!! Halos di ako maka hinga sa last rally. Tara Creamline!!!!!! 
#PVL2024 https://t.co/S6NP1EGCse",09/12/24,0
@ཐིangelཋྀ,Angel: girls! hinga… hinga 😮‍💨💚 https://t.co/MjXFh2ZpRP,09/12/24,0
@a.̮⁠,Iba talaga pag live eh dinig bawat pag hinga https://t.co/ofzKqCbigP,09/12/24,0
@🍃,teka hinga muna ako nang malalim https://t.co/NRJDBATVTo,09/11/24,0
@lilie ᥫ᭡,di akooo maka hinga Kwon Soonyoung... https://t.co/TOxsGODeGP,09/13/24,0
@Cess - BIU MAIN CHARACTER,"Makikita mo talagang sobrang saya at naka hinga ng maluwag si JM nung nakita niyang si Fyang yung bumalik galing game room niyakap din niya ng mahigpit alam mo talagang kinabahan siya kanina. My babies 🥺

JMxFYANG ROLLER COASTER
#PBBGen11SixthEviction https://t.co/BbjV1LFQz5",09/07/24,0
@Alden Richards,Hinga lang...,12/14/19,0
@furtive_tiger,"Hinga muna. Pahinga muna. 

🫠 https://t.co/DV1wMJM9xD",09/03/24,0
@Maris Racal,Sana meron ding sem break ang mga bashers no? Hinga lang baaa! Ganun!! Ipon ipon ng masasakit na salita para sa next sem!! Ganoon!,10/18/18,0
@@22♒🙄🤨,Huhu unting hinga pa,09/10/24,0
@ADOR (PBB era 🤙🏠),Hinga Team Jas! Inggit pikit nalang po tayo sa 0 nomination points 😪,09/01/24,0
@krisshrome.ju ♡,"@roseanmo hinga ka po muna sabi po nya..... 🫣🙈 

.....ngayon lng po ate issh 😭🤣 https://t.co/SKYdUBEC1Y",09/09/24,0
@marahbella 🎸| ᜋᜇᜑᜓᜌᜓ,"""kaya ko naman itali 'yan, kahit hindi na huminto""

HINGA HUMINGA KA BEH https://t.co/qdZf9fXHPF",09/05/24,0
@peeey,"May oxygen pa naman daw guys. Hinga lang ng hinga 🥲😂😍

MAGANDANG UMAGA KRISSHA

#KrisshaOnGMK
#KrisshaViaje 
#JeromePonce 
#KrisshRome https://t.co/X619kKp5KZ",09/11/24,0
@PopPristineWorld #StreamPagAngPusoAngNagsabi✨,Thank you LORD at nagpa-hinga ang tuloy tuloy na ulan 🙏 https://t.co/XJiSImZned,09/08/24,0
@Ren 🌅🟧,pahangin at hinga ng onti 😮‍💨 https://t.co/HJulotzWyC,09/07/24,0
@van,hinga nang malalim self XD https://t.co/KzJwf90QEW,09/02/24,0
@LA,"Buga! Buga! Sakit! Sakit! Kileg! Kileg! Hinga! Hinga!

ALON NI OLBAP
@imszmc #PABLO
#PABLOAlonAlbum
#AlonOUTNOW",09/12/24,0
@louie,julyana hinga!,09/09/24,0
@echoooo liquid,"need nila maayos talaga yung role ni sanford at jaypee kasi sa rotation nila lalo na sa mid trio hirap si sanford lalo na pg early game ang ending si karltzy di maka hinga sa turtle, si benny di maka farm at lane ng maayos kasi lugi agad sa early..

#mplph #mlbb",09/07/24,0
@Joshiejcs 🛺,"Literal na mapapa hinga ka nlng ng malalim sa “breathe” dahil sa halo-halong emosyon sa 7 songs huhu, salamat sa musika mo pau. 🥺❤️

ALON NI OLBAP
@imszmc #PABLO
#PABLOAlonAlbum
#AlonOUTNOW",09/13/24,0
@𐦍,"Makakatulog at hinga na kayo nag rerestory na si mossing, magandang gabi homies😚😚",09/08/24,0
@YokoFaye🐹🌻,"Yung pag tawag na Yoooo at pag hinga ng malalim abot dito sa Pilipinas P’Faye 😂
FAYE YOKO IN HONGKONG
#FayeYoko1stFMHK #FayeYoko #YokoApasra #FayePeraya 
Ctto https://t.co/hro2d7eF05",08/28/24,0
@☜ ☪ ∞,susunod na ung iba nangmaka hinga nako pls gusto ko wag walang iniisip,09/08/24,1
@SOFIA SMURFTH,"Hinga mga bhe!! Papasok na si Joshua Garcia! 😍

9.9 SALE 

 #PBBGen11HappyForYou

@PBBabscbn https://t.co/dYZONgkOev",09/09/24,0
@J,Ang layo sa face kahit naka make-up. Ang kuha niya lang yung hinga ni Ariana. 😂 #ShowtimeNostalgic,09/11/24,0
@beetch,tigilan niyo nga. bawat pag hinga ni maloi ang shady niyo.,09/07/24,0
@Gee MAPA,"Pahinga ng onte. Makakahinga-hinga for now. HAHA. Busy ulet in coming days. Fanboying duties muna. Di ko pa napapanood Kalakal MV huhusksksks 

@SB19Official #SB19",09/12/24,0
@✨m✨,"Howl, hinga hinga naman dyan https://t.co/739l7qMOho",09/07/24,0
@Greeny 🐼 🍃,hinga lang greeny... hinga lang..,09/06/24,0
@ً🫧,Hoy baka unang halik nila Reyna at Ivo mahimatay sya..Ivo manok ko wag mo ako ipahiya!!! Lakasan mo loob mo hoy — makakailang hinga muna siguro ako bago ko isulat yan KASE NAKAKAHIYA KA IVO 😭 https://t.co/Ib3k3cxw60,09/10/24,0
@Ahlee Pin🐺,"I LA LUNA, Self
II PRESYON, Kinakaya
III WALA, Magisa 
IV THE BOY WHO CRIED WOLF, Alone
V KUMUNOY, Pagsubok
VI KELAN, May pag asa
VII DITW, Survival
VIII BREATHE, Hinga Ahlee. Pagsubok lang yan!

AN6 ALON TRACKLIST
@imszmc #PABLO
#PABLOAlonAlbum
#AlonAlbumTracklist https://t.co/Fee8jGJ6WJ",09/07/24,0
@chuchu,"Bawat minuto ata sa scenes ni Sister Manuela pin-pause ko. Di ko kaya. Parang hindi ako maka hinga. Yung iyak ni Sister Manuela at magulang ni Mario naiiyak ako. 💔

Ps. Pwede Mommy Carmela at Adelina awat muna sa bardagulan. Panira kayo ng episode. Hahaha

#PulangArawEp34",09/09/24,0
@✨m✨,Howl hinga,09/09/24,0
@elle for Josh 🧸#AllForJoshCullen,"Ilaban mo 'yan, 'nak! Kaya 'yan! Hinga-hinga ka

JC WALANG CONTROL
#JCLostAndFound #JOSHCULLEN
@JoshCullen_s",09/06/24,0
@🐺,"What if Breathe ung Outro, kasi ung Intro ng LAON is rakrakan contrary sa ALON??? hinga muna ganorn hahaha

ALON NI OLBAP
@imszmc
#PABLO #PABLOAlonAlbum #AlonOUTNOW",09/12/24,0
@neknekmo1819,"Teka lang naman hindi ko pa napapanood 'yung podcast. JoKen, ano na naman ba 'to? Hindi pa ako nakaka hinga sa hard launch tas me ganto pa? Iiyak na lang siguro talaga ako. 😭",09/09/24,0
@⟡,Wait hinga muna phone at ipad ko mga beh 😭,09/07/24,0
@Noi Dcrs,"Lord, kahit isang sign lang if tutuloy ko paba tong pag hinga.? Nawala lang naman ako ng ilang araw.",09/09/24,1
@walang perfect 🥺😭sa Earth,Maraming alaga ang abs cbn pwede mabaliktad pa ang mundo haaah kaya masabi ko lang mag paka bait lahat ng fans wag mag yabang kasi nandyan si karma wag masyadong perfect lahat ng galaw ng tao pati pag hinga isyo na kayo agad masakit mabagsak aahah #Realtalk,09/08/24,0
@Shopee Philippines,"Teka hinga lang tayo ha...

May TREASURE album giveaway at video greeting pang may ""mahal ko kayo"" 😭 

TREASURE MAKERS, sabay-sabay tayo: ✨ SALAMAT SHOPEE ✨ 

#ShopeePHxTREASURE #ShopeePH66MidYearSale #SikSikSaShopee",05/31/21,0
@✗,Sobrang hirap nang mag post sa panahon ngayon. Konting gusto mo lang maka hinga nagiging malaking issue na.🤦🏻‍♂️,09/13/24,0
@JnLrnzn2792,"mahal ka namen koko.. tibayan mo lagi ang loob at wag magsasawang makinig.. pag di na kaya, hinga ng malalim... iyak lang tapos punas ng luha.. rampa na ulit... susubaybayan ka namen hanggang sa makarating ka kung saan mo gusto..",11/7/24,0
@wnsdjiswnebdju,tangina yung pag hinga ko may sound effects na di na tama to,11/7/24,0
@JeeshielBa27594,"iiyak hinga, lungkot ,iyak ,hinga .ganun lang kami sa barko natin pag wla bagyo or ayuda .tamang linis² lang hahah",11/7/24,1
@x_aaavi,"pati pag hinga ng kapatid kong lasing naiirita ako, letche",11/6/24,0
@Sarah Elago,"Pagbisita ng Kabataan Partylist sa temporary shelter ng mga nasunugan sa Sta. Mesa, Manila. Layon nating makita at malaman kung paano pa makakatulong sa pagkumusta sa kalusugang pangkaisipan at damdamin, pagpapatuloy ng pag-aaral ng mga learners,... https://t.co/DdSdYvvKL3",11/05/20,0
@Your Millennial Psychologist,"Itaas natin ang kalusugang pangkaisipan sa paraang tama at makatao! #StoptheStigma

Full caption:
https://t.co/5PUTRuxuOc https://t.co/lUeq9mLNTw",02/08/21,0
@em,"Para sa bayan, para sa mga mangangailangan at nangangailangan sa kalusugang pangkaisipan.

Isa na akong ganap na Rehistradong Sikometrisyan ng bayan!

Carl Emman M. Bacurin, RPm, CMHFR, CMHT, CPST
TOP 7 — BLEPP 2023

Ang kalog na memer na topnotcher ng Angono, Rizal! 🤍 https://t.co/qydN9buTZM",08/10/23,0
@NCMH Crisis Hotline,"NCMH E-KONSULTASYON | Bilang pagtugon sa mga kababayan nating nangangailangan ng atensyong medikal para sa kalusugang pangkaisipan, binuksan ng NCMH Out-Patient Section ang E-KONSULTASYON. Para sa mga nais magpakonsulta online, sundin lamang ang mga sumusunod na gabay: (1/3) https://t.co/qrkPaOa9EJ",08/26/20,0
@Angat Buhay,"MENTAL HEALTH AY WEALTH 💖

Hindi ka mag-isa sa kahit na ano mang pagsubok na pinagdadaanan mo. Sabay-sabay nating i-break ang stigma at diskriminasyon, at patuloy na pagtibayin ang pagiging advocate pagdating sa kalusugang pangkaisipan. https://t.co/Rvxg2mdXnE",10/10/23,0
@UP ISIP,"Isang mainit na pagtanggap sa mga bagong besties para sa A.Y. 2022-2023 mula sa UP Integrated Students in Psychology! 
Sama-sama natin palawakin at pagyamanin ang ating kamalayan pati na rin ang iba ukol sa usapang kalusugang pangkaisipan at sikolohiya. 🫶
Angkinin natin, besties! https://t.co/W48JgeyTsk",11/03/22,0
@Pacesetter,"DEBKOM | Sa gitna ng katahimikan, isinisinag ng mga tinig ng pag-aalala at pangangailangan ang landas tungo sa isang mas maliwanag na kamalayan hinggil sa kalusugang pangkaisipan. | via @BayogDustin &amp; @vallesnath_

🎨: @mylene_lovelyn https://t.co/lj0ZsosQjn",05/02/24,0
@Your Millennial Psychologist,"It's World Mental Health Day! 💖
Alagaan ang kalusugang pangkaisipan. #WorldMentalHealthDay #WMHD2022 💖

Bisitahin ang https://t.co/B8yNJYI8Tz para sa full album nito na maaari ninyong ma-save o ma-share sa iba. https://t.co/UbImTgoEef",10/09/22,0
@KINAIYA,"Pwede mo akong sandalan sa tuwing ang luha’y parang buhos ng ulan. 

Ang 𝗬𝗔𝗞𝗔𝗣 ay una sa koleksyong 𝐌𝐔𝐋𝐀𝐓 na nagnanais maghatid ng kamalayan sa kalusugang pangkaisipan. Naglalayon din itong wasakin ang mantsang pangmamaliit sa mga taong may karamdaman sa pag-iisip. https://t.co/vNcBUKM6qC",11/06/20,0
@KINAIYA,Ang KINAIYA ay nakikiisa sa #MentalHealthPH sa layuning protektahan at itaguyod ang pananawagan tungkol sa kalusugang pangkaisipan gamit ang digital na teknolohiya at ang social media. Kabilang na rito ang pagmulat sa bawat isa hinggil sa #EndTheStigma. https://t.co/2mtTKJG48s,11/05/20,0
@NCMH Crisis Hotline,"Ngayong buwan ng Oktubre ay gugunitain naman natin ang #MentalHealthMonth, na may layuning isulong ang kalusugang pangkaisipan natin, lalo na sa panahon ngayon ng pandemya.

#TuloyAngKwento ng bawat isa!🎗️💚

#UsapTayo
#MayKaramayKa
#WMHD2020 https://t.co/CtZSJwHBl5",10/01/20,0
@Rise for Education Alliance - CMC,"Batid sa paglipas ng unang buwan ng klase sa UPD ang hirap na bitbit ng panibagong semestre. Ngayong buwan ng pagsulong sa kalusugang pangkaisipan, mainam na suriin ang ugat ng problema na pinanggagalingan ng paghihirap na ito. https://t.co/TRu8c0v8qg",10/18/21,0
@COPE UP,"Kami ang COPE UP, ang tanging organisasyon sa UP System na nagtataguyod ng kalusugang pangkaisipan, nakikiisa sa panawagang magsuspinde ng klase at magkasa ng walkout para ilaban ang ating demokrasya.

#WalkoutPH
#MentalHealthIsPolitical
#NoToMarcosDuterte2022
#TuloyAngLaban https://t.co/jG8AbDx4OO",05/11/22,0
@RJ Naguit 🌹,"Ang yaman ng diskusyon kagabi ukol sa mental health kasama ang SEDPI, at kanilang mga miyembro mula sa Mindanao. Natalakay namin ang mga isyu ng patient empowerment, access to service, at ang ibang mga paraan para mapanatiling malusog ang ating kalusugang pangkaisipan https://t.co/EL1KXdeDqn",11/19/21,0
@UST Hiraya #KalingangHiraya,"Sa pagdiriwang ng World Mental Health day sa ika-10 ng Oktubre, inihahandog ng UST Hiraya ang buong buwan sa pagpapalaganap ng kamalayan sa kalusugang pangkaisipan sa mga organisasyon at indibidwal na itinataguyod ang adbokasiyang ito!💎
#ChooseYourself
#MoveForMH
#ItStartsWithUs https://t.co/jie3yABoX2",10/02/18,0
"@Youth for Mental Health Coalition, Inc.","INAY, NANAY, MA, MAMA
Maraming salamat sa gabay, kalinga, at pagmamahal. Dahil sa'yo, ang buhay ay may kulay at ilaw palagi.

Happy mothers' day!

Pangalagaan din ang kalusugang pangkaisipan ni nanay! https://t.co/CsA7o80Axe",05/08/22,0
@Teacher Stella Quimbo,"Ngayong pandemya, hindi lang kalusugan ng pangangatawan ang dapat nating alagaan kundi pati ang kalusugang pangkaisipan.

Sa pagdiriwang ng World Mental Health Day, giit natin sa Kongreso ang karagdagang P1-B pondo sa 2021 National Budget para sa mental health ng mga Pinoy. https://t.co/OK33urY3Mz",10/10/20,0
@COPE UP,"#Tumitindig ang COPE UP para sa pagsulong ng isang bansang may holistikong pagpapahalaga sa kalusugan ng mga mamamayan nito, progresibong pag-unawa sa kalusugang pangkaisipan, at sa kampanya para sa #LigtasNaBalikEskwela.

Orihinal na dibuho ni @KevinKalbo https://t.co/PfGDu5YKG9",07/27/21,0
@Anakbayan - Far Eastern University,"ALERTO!

Patay ang isang 59 anyos na lalaki matapos barilin ng isang barangay tanod sa Tondo, Manila. Ang hindi pa nakikilang biktima ay mayroong problema sa kalusugang pangkaisipan.

#SolusyongMedikalHindiMilitar https://t.co/EHqwWgXUd1",08/09/21,0
@Mapúa SHS - Samahan ng Filipino,"PALAMIG KA MUNA, KARDINAL!

Hatid namin sa inyo ay isang infographic upang mas lalo nating maintindihan ang mga taong ating nakakasalamuha sa araw-araw. Hatid nito ay mga numero na ipinapahayag ang reyalidad ng estado ng kalusugang pangkaisipan sa bansa. https://t.co/t91XCzvKGm",10/14/20,0
@Sulong!,"Sa paglaganap ng iba’t ibang klase ng media, mahalagang maging sensitibo ang mga tao sa paggamit nito. Hindi lang para sa sarili nating kalusugang pangkaisipan,  kundi para rin sa kabutihan ng iba—lalo na ang mga may sintomas ng troma. https://t.co/6AMoY6hWJK",08/15/20,0
@Dante Paule Maglaqui,"KALUSUGANG PANGKAISIPAN, GAWING PRAYORIDAD – ROBES
https://t.co/c0dWwPBNQe

#PILIPINOMirror
#UnangTabloidSNegosyo https://t.co/LtStxJTWIE",10/25/21,0
@Anakbayan Makati,"ALERTO!

Isang 59-taong lalaki na may kinakaharap na problema sa kalusugang pangkaisipan ang patay matapos itong barilin ng isang barangay tanod sa Tondo, Manila noong Sabado, Agosto 7.

(1/2) https://t.co/YoSdWfMM5R",08/09/21,0
@Alfred Vargas,"Ngayong #WorldMentalHealthDay, sikapin nating maging mas sensitibo sa pangangailangan ng ating kalusugang pangkaisipan. Sa pagpasa ng Mental Health Law, hangad natin ang mas maayos na implementasyon ng dekalidad na mga serbisyo para sa lahat.

#HelpIsHere #MoveForMH https://t.co/snfBSV2HuO",10/10/19,0
@em,"𝐈𝐓'𝐒 𝐎𝐅𝐅𝐈𝐂𝐈𝐀𝐋!
𝙐𝙉𝙊 𝙎𝙀𝙈 for the second time 😭

Para sa aking pangarap na maglingkod sa larangan ng edukasyon at kalusugang pangkaisipan sa ating bayan. 

𝐶𝑎𝑟𝑙 𝐸𝑚𝑚𝑎𝑛 𝑀. 𝐵𝑎𝑐𝑢𝑟𝑖𝑛
𝐁𝐒 𝐏𝐬𝐲𝐜𝐡𝐨𝐥𝐨𝐠𝐲
𝗚𝗪𝗔: 1.00

Still #RunningForSummaCumLaude https://t.co/lNbr0BaFHH",01/23/22,0
